lat,lon,start,end,note
-25.518614751688503,-43.470416141125455,2022-02-02,2022-02-06,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-02-12,2022-02-16,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-02-27,2022-03-13,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-03-24,2022-03-28,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-04-18,2022-04-27,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-05-08,2022-05-17,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-06-12,2022-06-26,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-07-02,2022-07-26,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-08-16,2022-08-20,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-08-26,2022-08-30,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-09-05,2022-09-14,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-09-20,2022-09-29,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-10-05,2022-10-09,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-10-20,2022-10-24,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2022-12-04,2022-12-13,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-01-13,2023-01-27,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-02-02,2023-02-06,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-03-04,2023-03-13,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-04-03,2023-04-12,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-05-08,2023-05-17,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-06-12,2023-06-16,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-07-27,2023-07-31,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-08-16,2023-08-25,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-08-31,2023-09-04,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-09-20,2023-09-24,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-10-20,2023-10-24,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2023-11-09,2023-11-13,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-01-08,2024-01-12,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-01-18,2024-01-22,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-01-28,2024-02-01,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-02-07,2024-02-16,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-02-22,2024-02-26,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-03-03,2024-03-07,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-04-22,2024-05-21,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-06-06,2024-06-10,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-06-21,2024-06-25,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-07-31,2024-08-04,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-08-15,2024-08-24,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-09-14,2024-09-18,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-11-03,2024-11-07,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2024-11-28,2024-12-02,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-01-17,2025-01-31,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-02-06,2025-02-20,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-03-03,2025-03-07,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-03-18,2025-04-01,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-04-07,2025-04-08,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-04-17,2025-04-21,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-05-19,2025-05-21,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-05-27,2025-05-31,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-06-16,2025-06-20,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-06-26,2025-06-27,possible venting from flaring dataset
-25.518614751688503,-43.470416141125455,2025-07-16,2025-07-17,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2016-04-24,2017-12-14,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2017-12-20,2018-01-08,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-03-25,2018-04-03,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-04-14,2018-04-23,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-05-04,2018-05-13,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-05-24,2018-06-02,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-07-13,2018-07-22,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2018-10-31,2018-11-19,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-03-30,2019-04-08,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-04-19,2019-05-08,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-06-18,2019-06-27,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-07-18,2019-08-06,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-09-16,2019-09-25,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-11-05,2019-11-14,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2019-12-15,2019-12-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-02-18,2020-02-27,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-03-04,2020-03-08,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-03-14,2020-03-18,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-04-08,2020-04-22,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-04-28,2020-05-22,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-05-28,2020-06-01,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-06-12,2020-06-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-07-07,2020-07-16,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-07-22,2020-07-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-08-01,2020-08-15,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-08-26,2020-09-04,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-10-20,2020-10-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-11-04,2020-11-08,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2020-12-09,2020-12-18,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-01-13,2021-01-22,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-02-07,2021-02-11,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-02-17,2021-02-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-03-09,2021-03-18,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-04-13,2021-04-17,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-04-28,2021-05-02,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-05-08,2021-06-06,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-06-12,2021-06-16,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-07-02,2021-07-16,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-07-22,2021-07-31,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-08-06,2021-09-04,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-09-20,2021-09-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-09-30,2021-10-04,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-10-20,2021-10-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-11-29,2021-12-03,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2021-12-19,2022-01-02,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-01-13,2022-01-27,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-02-02,2022-02-06,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-02-27,2022-03-18,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-03-24,2022-03-28,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-04-18,2022-04-27,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-05-08,2022-05-17,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-06-12,2022-06-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-07-02,2022-07-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-08-01,2022-08-05,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-08-16,2022-08-20,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-08-26,2022-08-30,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-09-05,2022-09-14,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-09-20,2022-09-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-10-05,2022-10-09,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-10-20,2022-10-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2022-12-09,2022-12-13,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-01-13,2023-01-27,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-02-02,2023-02-06,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-03-04,2023-03-13,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-04-03,2023-04-12,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-05-08,2023-05-17,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-06-07,2023-06-16,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-07-22,2023-07-31,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-08-21,2023-08-25,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-08-31,2023-09-04,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-09-20,2023-09-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-09-30,2023-10-04,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-10-20,2023-10-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2023-11-09,2023-11-13,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-01-08,2024-01-12,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-01-18,2024-01-22,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-01-28,2024-02-01,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-02-12,2024-02-16,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-02-22,2024-02-26,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-03-03,2024-03-07,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-04-22,2024-05-21,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-06-21,2024-06-25,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-08-15,2024-08-24,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-09-14,2024-09-18,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-11-03,2024-11-07,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2024-11-28,2024-12-02,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2025-01-02,2025-01-31,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2025-02-06,2025-02-20,possible venting from flaring dataset
-25.5168088157202,-43.46657239598688,2025-02-26,2025-03-07,possible venting from flaring dataset
